Filtering the log data using "subsystem CONTAINS "dev.contextify""
Timestamp               Ty Process[PID:TID]
2025-11-14 23:07:08.702 I  Contextify[2111:138fcd3] [dev.contextify:DatabaseManager] Database OK: 0 projects
2025-11-14 23:07:08.704 I  Contextify[2111:138fcd3] [dev.contextify:DatabaseManager] Database opened and validated successfully
2025-11-14 23:07:08.704 I  Contextify[2111:138fcd3] [dev.contextify:ProjectActivity] ProjectActivity: monitor initialized (id: <private>)
2025-11-14 23:07:08.704 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [TIMELINE-ORCH] Using shared TranscriptOrchestrator instance
2025-11-14 23:07:08.705 I  Contextify[2111:138fcd3] [dev.contextify:Projects] [INIT-DB-STATE] Database has 0 projects, isEmpty: true
2025-11-14 23:07:08.705 I  Contextify[2111:138fcd3] [dev.contextify:Projects] [WELCOME-DECISION] DB empty = WILL show modal (sandboxed: true)
2025-11-14 23:07:08.706 I  Contextify[2111:138fcd3] [dev.contextify:Projects] 📋 Empty database detected - showing welcome modal for onboarding
2025-11-14 23:07:08.754 I  Contextify[2111:138fcd3] [dev.contextify:UIRender] [UIOPT-FIRST-PAINT] content-empty appear (loading)
2025-11-14 23:07:08.786 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] ProjectsViewModel: starting event observation
2025-11-14 23:07:08.786 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] ProjectsViewModel: subscribing to StartupCoordinator updates
2025-11-14 23:07:08.786 I  Contextify[2111:138fcd3] [dev.contextify:Projects] [WELCOME-TRIGGERED] Welcome modal notification received
2025-11-14 23:07:08.786 I  Contextify[2111:138fcd3] [dev.contextify:Projects] [WELCOME-STATE] Setting showWelcomeModal = true
2025-11-14 23:07:08.787 I  Contextify[2111:138fcd3] [dev.contextify:TranscriptOrchestrator] [BACKEND-RESET-START] Resetting display_order to NULL
2025-11-14 23:07:08.787 I  Contextify[2111:138fcd3] [dev.contextify:TranscriptOrchestrator] [BACKEND-RESET-DONE] Reset display_order → NULL for 0 projects
2025-11-14 23:07:08.787 I  Contextify[2111:138fcd3] [dev.contextify:TranscriptOrchestrator] [BACKEND-RESET-VERIFY] ✓ All projects have NULL display_order
2025-11-14 23:07:08.787 I  Contextify[2111:138fcd3] [dev.contextify:Projects] 🔄 Reset display_order for activity-based sorting
2025-11-14 23:07:08.787 I  Contextify[2111:138fcd3] [dev.contextify:Projects] 🔍 Starting auto-discovery at app launch
2025-11-14 23:07:08.816 I  Contextify[2111:138fcd3] [dev.contextify:WelcomeModal] [WMODAL-LIFECYCLE] Modal appeared, isDiscovering=false, hasProgress=false
2025-11-14 23:07:09.133 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] Starting project discovery
2025-11-14 23:07:09.134 I  Contextify[2111:138fd02] [dev.contextify:ProjectDiscovery] Starting project discovery
2025-11-14 23:07:09.134 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] StatusBar starting...
2025-11-14 23:07:09.134 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] StatusBar: 1 queue provider(s) available, starting observation
2025-11-14 23:07:09.134 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] StatusBar: hoover observation disabled (prevents AsyncStream multi-consumer issue)
2025-11-14 23:07:09.141 I  Contextify[2111:138fcd3] [dev.contextify:WelcomeModal] [WMODAL-SPINNER] Showing spinner (discoveryProgress is nil)
2025-11-14 23:07:09.147 I  Contextify[2111:138fcd3] [dev.contextify:WelcomeModal] [WMODAL-SPINNER] Showing spinner (discoveryProgress is nil)
2025-11-14 23:07:09.150 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] StatusBar starting...
2025-11-14 23:07:09.150 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] StatusBar: 1 queue provider(s) available, starting observation
2025-11-14 23:07:09.150 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] StatusBar: hoover observation disabled (prevents AsyncStream multi-consumer issue)
2025-11-14 23:07:09.150 I  Contextify[2111:138fcd3] [dev.contextify:WelcomeModal] [WMODAL-PERMISSIONS] Showing permissions step (App Store build, no authorizations)
2025-11-14 23:07:09.158 I  Contextify[2111:138fcd3] [dev.contextify:Watcher] Git monitoring disabled (App Store build)
2025-11-14 23:07:09.158 I  Contextify[2111:138fcd3] [dev.contextify:Lifecycle] 📢 HUDViewModel: .projectRootDidChange src=<private> path=<private> nonce=<private>
2025-11-14 23:07:09.159 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 📬 ConversationMonitor: Received .projectRootDidChange notification (object: <private>)
2025-11-14 23:07:09.190 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🔄 Project root changed (legacy notification) - reloading conversation timeline
2025-11-14 23:07:09.191 E  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] Discovery failed: <private>
2025-11-14 23:07:09.193 I  Contextify[2111:138fcd3] [dev.contextify:Projects] ✅ Auto-discovery complete
2025-11-14 23:07:09.193 I  Contextify[2111:138fcd3] [dev.contextify:TranscriptOrchestrator] [DISPLAY-ORDER-SEED] No projects to seed
2025-11-14 23:07:09.193 E  Contextify[2111:138fcd3] [dev.contextify:Projects] ⚠️  Discovery complete but no projects found
2025-11-14 23:07:09.193 I  Contextify[2111:138fcd3] [dev.contextify:Projects] [INIT] Skipping FSEvents project directory monitoring in App Store build
2025-11-14 23:07:10.363 I  Contextify[2111:138fd02] [dev.contextify:LLMHealthCheck] LLM health check: PASSED (response: 'I'm sorry, but I cannot comply with')
2025-11-14 23:07:10.363 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] Apple Intelligence health check result: <private>
2025-11-14 23:07:10.363 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] Apple Intelligence: Available ✓
2025-11-14 23:07:10.755 I  Contextify[2111:138fd05] [dev.contextify:LLMHealthCheck] LLM health check: PASSED (response: 'I'm sorry, but I cannot comply with')
2025-11-14 23:07:10.755 I  Contextify[2111:138fcd3] [dev.contextify:Startup] ✅ LLM health check cached
2025-11-14 23:07:10.755 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] 🚀 StartupCoordinator starting...
2025-11-14 23:07:10.772 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] 📁 Resolved project root: /Users/rob/Library/Containers/PeterPym.Contextify.Debug/Data
2025-11-14 23:07:10.772 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-FUNC-START] ensureProjectInDatabase() called
2025-11-14 23:07:10.772 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-TASK-START] Spawning background Task...
2025-11-14 23:07:10.772 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-TASK-EXEC] Task executing on background thread
2025-11-14 23:07:10.772 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-ORCH-START] Creating TranscriptOrchestrator...
2025-11-14 23:07:10.772 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-ORCH-DONE] Orchestrator created in 0ms
2025-11-14 23:07:10.772 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-PROJ-START] Calling getOrCreateProject...
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-PROJ-DONE] getOrCreateProject returned in 2ms
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-TASK-DONE] Task complete in 2ms
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-TASK-AWAIT] Task.value returned
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-FUNC-DONE] ensureProjectInDatabase() complete in 2ms
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] ✅ Project ID: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-FUNC-START] resolveGitBranch() called
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-PRIORITY] userInitiated
2025-11-14 23:07:10.774 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-TASK-START] Spawning detached Task...
2025-11-14 23:07:10.775 I  Contextify[2111:138fd02] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-TASK-EXEC] Task executing on background thread
2025-11-14 23:07:10.775 I  Contextify[2111:138fd02] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-FIND-START] Calling GitRepositoryResolver.findGitRoot...
2025-11-14 23:07:10.775 I  Contextify[2111:138fd02] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-FIND-NONE] No git root found in 0ms
2025-11-14 23:07:10.775 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-TASK-AWAIT] Task.value returned
2025-11-14 23:07:10.775 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-FUNC-DONE] resolveGitBranch() complete in 0ms
2025-11-14 23:07:10.779 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-FUNC-START] publishContext() called
2025-11-14 23:07:10.779 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-DEDUPE] Checking for duplicate...
2025-11-14 23:07:10.779 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-DEDUPE] Not a duplicate, continuing...
2025-11-14 23:07:10.779 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-SIG] Updating lastSignature...
2025-11-14 23:07:10.779 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-SIG] Signature updated in 0ms
2025-11-14 23:07:10.779 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-CURRENT] Setting self.current...
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-CURRENT] Current set in 0ms
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-NOTIF] Posting NotificationCenter notification...
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-NOTIF] Notification posted in 0ms
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-FUNC-DONE] publishContext() complete in 1ms
2025-11-14 23:07:10.780 Df Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] ✅ StartupCoordinator ready: <private> (id: 35E78C35-06C4-4056-A046-C44956E42A0F)
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:Startup] ✅ StartupCoordinator started successfully
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] ProjectSwitcher: starting
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:ProjectActivity] ProjectActivity: monitor initialized (id: <private>)
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] ✅ ProjectSwitcher: created new activity monitor (id: <private>)
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] ✅ ProjectSwitcher: initialized fast-path coordinator
2025-11-14 23:07:10.780 I  Contextify[2111:138fcd3] [dev.contextify:Startup] ✅ ProjectSwitcherState started
2025-11-14 23:07:10.785 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🔄 [SWITCH-START] Project switch to <private> (id: 35E78C35-06C4-4056-A046-C44956E42A0F)
2025-11-14 23:07:10.785 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [SUMM-MONITOR] ConversationMonitor received context update for: <private> (id: <private>)
2025-11-14 23:07:10.785 I  Contextify[2111:138fd41] [dev.contextify:ProjectDiscovery] Starting project discovery
2025-11-14 23:07:10.787 I  Contextify[2111:138fcd3] [dev.contextify:Watcher] Git monitoring disabled (App Store build)
2025-11-14 23:07:10.787 I  Contextify[2111:138fcd3] [dev.contextify:Lifecycle] ✅ HUDViewModel: Updated to project: <private> (branch: <private>)
2025-11-14 23:07:10.787 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-REFRESH] Starting refresh of project list
2025-11-14 23:07:10.787 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-START] Querying projects sorted by activity
2025-11-14 23:07:10.788 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-QUERY] Got 1 projects from DB
2025-11-14 23:07:10.788 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-DEBUG] Projects with display_order: 1, without: 0
2025-11-14 23:07:10.788 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-SORTED] Tab order (first 10): /Users/rob/Library/Containers/PeterPym.Contextify.Debug/Data [order=0]
2025-11-14 23:07:10.788 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] ProjectSwitcher: observing events
2025-11-14 23:07:10.788 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🛑 [SWITCH-STOP] Stopping monitoring (elapsed: <private>s)
2025-11-14 23:07:10.788 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [TIMELINE-STOP] Stopping timeline monitoring
2025-11-14 23:07:10.788 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🛑 [SWITCH-STOP-DONE] Stop complete in <private>s
2025-11-14 23:07:10.788 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🧹 [SWITCH-CLEAR] Clearing entries (elapsed: <private>s)
2025-11-14 23:07:10.788 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [TIMELINE-APPEND] setEntries 0 (primer)
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [VIEWPORT-UPDATE] visibleEntries.count → 0
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🧹 [SWITCH-CLEAR-DONE] Clear complete in <private>s
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🚀 [SWITCH-MONITOR] Starting monitoring (elapsed: <private>s)
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [SUMM-MONITOR] Calling startMonitoring(projectId: 35E78C35-06C4-4056-A046-C44956E42A0F)
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [TIMELINE-START] Starting timeline monitoring for project: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 📊 [MONITOR-ENTRY] startMonitoring called for 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [UIOPT-MONITOR-START] ConversationMonitor.startMonitoring() called for project: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ⭐️ [MONITOR-START] Timeline integration starting for project 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🚀 [SWITCH-MONITOR-DONE] Monitor start triggered in <private>s
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ✅ Project context change complete - monitoring restarted for: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] handleProjectRootChange: coordinator context became available after wait (id: 35E78C35-06C4-4056-A046-C44956E42A0F)
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🔄 [SWITCH-START] Project switch to <private> (id: 35E78C35-06C4-4056-A046-C44956E42A0F)
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [SUMM-MONITOR] ConversationMonitor received context update for: <private> (id: <private>)
2025-11-14 23:07:10.789 I  Contextify[2111:138fcd3] [dev.contextify:UI] 📍 Got startup context: <private> (id: 35E78C35-06C4-4056-A046-C44956E42A0F)
2025-11-14 23:07:10.790 I  Contextify[2111:138fcd3] [dev.contextify:TimelineIntegration] Timeline integration starting
2025-11-14 23:07:10.790 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [TIMELINE-START] Starting timeline monitoring for project: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.790 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 📊 [MONITOR-ENTRY] startMonitoring called for 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.790 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [UIOPT-MONITOR-START] ConversationMonitor.startMonitoring() called for project: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.790 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ⭐️ [MONITOR-START] Timeline integration starting for project 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.794 I  Contextify[2111:138fcd3] [dev.contextify:UIRender] [UIOPT-FIRST-PAINT] content-empty appear (loading)
2025-11-14 23:07:10.794 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [ORPHAN-TAB-HIDE] action=show project=35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.794 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] ProjectSwitcher: projects=1 (hidden=0)
2025-11-14 23:07:10.795 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-REFRESH] Starting refresh of project list
2025-11-14 23:07:10.795 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-START] Querying projects sorted by activity
2025-11-14 23:07:10.795 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-QUERY] Got 1 projects from DB
2025-11-14 23:07:10.795 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-DEBUG] Projects with display_order: 1, without: 0
2025-11-14 23:07:10.795 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-SORTED] Tab order (first 10): /Users/rob/Library/Containers/PeterPym.Contextify.Debug/Data [order=0]
2025-11-14 23:07:10.795 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🔧 [MONITOR-TASK] Background task started (elapsed: <private>s)
2025-11-14 23:07:10.795 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ✅ [SWITCH-END] Project switch completed in <private>s
2025-11-14 23:07:10.795 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🛑 [SWITCH-STOP] Stopping monitoring (elapsed: <private>s)
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [TIMELINE-STOP] Stopping timeline monitoring
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🛑 [SWITCH-STOP-DONE] Stop complete in <private>s
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🧹 [SWITCH-CLEAR] Clearing entries (elapsed: <private>s)
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [TIMELINE-APPEND] setEntries 0 (primer)
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [VIEWPORT-UPDATE] visibleEntries.count → 0
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🧹 [SWITCH-CLEAR-DONE] Clear complete in <private>s
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🚀 [SWITCH-MONITOR] Starting monitoring (elapsed: <private>s)
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [SUMM-MONITOR] Calling startMonitoring(projectId: 35E78C35-06C4-4056-A046-C44956E42A0F)
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [TIMELINE-START] Starting timeline monitoring for project: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 📊 [MONITOR-ENTRY] startMonitoring called for 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [UIOPT-MONITOR-START] ConversationMonitor.startMonitoring() called for project: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ⭐️ [MONITOR-START] Timeline integration starting for project 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🚀 [SWITCH-MONITOR-DONE] Monitor start triggered in <private>s
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ✅ Project context change complete - monitoring restarted for: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.796 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🔧 [MONITOR-TASK] Background task started (elapsed: <private>s)
2025-11-14 23:07:10.799 I  Contextify[2111:138fcd3] [dev.contextify:UIRender] [UIOPT-FIRST-PAINT] content-empty appear (loading)
2025-11-14 23:07:10.804 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] ProjectSwitcher: projects=1 (hidden=0)
2025-11-14 23:07:10.805 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 🔧 [MONITOR-TASK] Background task started (elapsed: <private>s)
2025-11-14 23:07:10.805 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ✅ [SWITCH-END] Project switch completed in <private>s
2025-11-14 23:07:10.805 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] ✅ Startup complete: activeProjectId=<private>, projects=1
2025-11-14 23:07:10.805 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 📁 Project ID set: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.806 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 📁 Project ID set: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.806 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ✅ Project 35E78C35-06C4-4056-A046-C44956E42A0F verified in database
2025-11-14 23:07:10.806 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] 📁 Project ID set: 35E78C35-06C4-4056-A046-C44956E42A0F
2025-11-14 23:07:10.807 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ✅ Project 35E78C35-06C4-4056-A046-C44956E42A0F verified in database
2025-11-14 23:07:10.807 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ✅ Project 35E78C35-06C4-4056-A046-C44956E42A0F verified in database
2025-11-14 23:07:10.807 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [GENERATOR-INIT] About to create generator...
2025-11-14 23:07:10.808 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [GENERATOR-INIT] About to create generator...
2025-11-14 23:07:10.808 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [GENERATOR-INIT] Creating TimelineCacheMissGenerator...
2025-11-14 23:07:10.808 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ✅ [GENERATOR-INIT] Cache miss generator initialized for new project
2025-11-14 23:07:10.809 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] [GENERATOR-INIT] Creating TimelineCacheMissGenerator...
2025-11-14 23:07:10.809 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] ✅ [GENERATOR-INIT] Cache miss generator initialized for new project
